,group,recommend,typeNames,method,location,overallScore
103,Tuna,AVOID,"Tuna, Longtail Oriental Bonito, Maguro, Tongol Tuna, Tuna",Unassociated purse seine (non-FAD),Iran - Indian Ocean,2.7739999999999996
104,Tuna,AVOID,"Tuna, Longtail Oriental Bonito, Maguro, Tongol Tuna, Tuna",Drift gillnets,Iran - Indian Ocean,0.0
105,Tuna,AVOID,"Tuna, Longtail Oriental Bonito, Maguro, Tongol Tuna, Tuna",Trolling lines,Indonesia - Indian Ocean,2.966
106,Tuna,AVOID,"Tuna, Longtail Oriental Bonito, Maguro, Tongol Tuna, Tuna",Hand-operated pole-and-lines,Iran - Indian Ocean,2.966
107,Tuna,AVOID,"Tuna, Longtail Oriental Bonito, Maguro, Tongol Tuna, Tuna",Trolling lines,Iran - Indian Ocean,2.966
108,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Unassociated purse seine (non-FAD),North Pacific Ocean,2.097
109,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Drifting longlines,North Pacific Ocean,1.402
110,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Marine net pen,Japan,2.3
111,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Marine net pen,Mexico,2.87
112,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Drift gillnets,"U.S. - California, Eastern Central Pacific Ocean",1.9869999999999999
113,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Trolling lines,Japan - North Pacific Ocean (Bluefin fishery),2.097
114,Tuna,AVOID,"Tuna, Pacific Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Northern Bluefin Tuna, Northern Pacific Bluefin Tuna, Toro, Tuna",Handlines and hand-operated pole-and-lines,Japan - Northwest Pacific Ocean (Bluefin fishery),2.097
115,Tuna,AVOID,"Tuna, Skipjack Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Floating object purse seine (FAD),East Atlantic Ocean (Eastern Atlantic stock),2.0180000000000002
116,Tuna,AVOID,"Tuna, Skipjack Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Floating object purse seine (FAD),Indian Ocean,2.224
117,Tuna,AVOID,"Tuna, Skipjack Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Floating object purse seine (FAD),East Pacific Ocean,1.814
118,Tuna,AVOID,"Tuna, Skipjack Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Floating object purse seine (FAD),Western and Central Pacific Ocean,1.994
119,Tuna,AVOID,"Tuna, Skipjack Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Floating object purse seine (FAD),West Atlantic Ocean (Western Atlantic stock),1.893
120,Tuna,AVOID,"Tuna, Southern Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Southern Tunny, Toro, Tuna",Drifting longlines,Southern Indian Ocean (Bluefin fishery),2.064
121,Tuna,AVOID,"Tuna, Southern Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Southern Tunny, Toro, Tuna",Marine net pen,Australia,5.04
122,Tuna,AVOID,"Tuna, Southern Bluefin Bluefin Tuna, Hon Maguro, Kuromaguro, Maguro, Southern Tunny, Toro, Tuna",Drifting longlines,Southwest Pacific Ocean,1.715
123,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,East Pacific Ocean,2.063
124,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Floating object purse seine (FAD),Indian Ocean,1.6219999999999999
125,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Floating object purse seine (FAD),Western and Central Pacific Ocean,1.994
126,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Canada - Atlantic Ocean (Atlantic stock),2.0180000000000002
127,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Western and Central Pacific Ocean,2.097
128,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Indian Ocean (Tropical tuna fishery),1.754
129,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Floating object purse seine (FAD),East Atlantic Ocean (Atlantic stock),2.0180000000000002
130,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Southwest Atlantic Ocean (Atlantic stock; excluding U.S.-caught),1.9180000000000001
131,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Unassociated purse seine (non-FAD),Indian Ocean,2.195
132,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Sri Lanka - Indian Ocean,1.732
133,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Northwest Atlantic Ocean (Atlantic stock; excluding U.S.-caught),1.9180000000000001
134,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Northeast Atlantic Ocean (Atlantic stock; excluding U.S.-caught),1.9180000000000001
135,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Drifting longlines,Southeast Atlantic Ocean (Atlantic stock; excluding U.S.-caught),1.9180000000000001
136,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Floating object purse seine (FAD),West Atlantic Ocean (Atlantic stock),2.0180000000000002
137,Tuna,AVOID,"Tuna, Yellowfin Ahi, Canned Light Tuna, Maguro, Tuna",Floating object purse seine (FAD),East Pacific Ocean,1.663
138,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Trolling lines,Marine Stewardship Council Certified Fisheries (Canada Highly Migratory Species Foundation (CHMSF) British Columbia Albacore Tuna North Pacific),10.0
139,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Trolling lines,Marine Stewardship Council Certified Fisheries (AAFA and WFOA South Pacific),10.0
140,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (American Samoa EEZ Longline Fishery),10.0
141,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Trolling lines,Marine Stewardship Council Certified Fisheries (AAFA and WFOA North Pacific),10.0
142,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Handlines and pole-lines (hand-operated),Marine Stewardship Council Certified Fisheries (Japan),10.0
143,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (French Polynesia albacore and yellowfin longline fishery),10.0
144,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (Walker Seafood Australia),10.0
145,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (Cook Islands EEZ),10.0
146,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Trolling lines,Marine Stewardship Council Certified Fisheries (New Zealand),10.0
147,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (Fiji),10.0
148,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Trolling lines,Marine Stewardship Council Certified Fisheries (North Atlantic Artisanal),10.0
149,Tuna,,"Tuna, Albacore             Canned White Tuna, Germon, Longfinned Tuna, Maguro, Tombo, Tombo Ahi, Tuna",Handlines and pole-lines (mechanized),Marine Stewardship Council Certified Fisheries (North Atlantic Artisanal),10.0
150,Tuna,,"Tuna, Bigeye             Ahi, Maguro, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (SZLC CSFC & FZLC FSM EEZ Longline Yellowfin and Bigeye Tuna),10.0
151,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Handlines and pole-lines (hand-operated),Marine Stewardship Council Certified Fisheries (Japan),10.0
152,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Solomon Islands),10.0
153,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (PNA Western and Central Pacific),10.0
154,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Hooks and lines,Marine Stewardship Council Certified Fisheries (Maldives),10.0
155,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Northeastern Tropical Pacific),10.0
156,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Handlines and pole-lines (hand-operated),Marine Stewardship Council Certified Fisheries (Solomon Islands),10.0
157,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse Seines,Marine Stewardship Council Certified Fisheries (WPSTA Western and Central Pacific Free School),10.0
158,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Tri Marine Western and Central Pacific),10.0
159,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Talleys New Zealand Skipjack Tuna),10.0
160,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Eschebastar Indian Ocean),10.0
161,Tuna,,"Tuna, Skipjack             Aku, Canned Light Tuna, Katsuo, Lesser Tuna, Maguro, Ocean Bonito, Tuna",Hooks and lines,"Marine Stewardship Council Certified Fisheries (PT Citraraja Ampat, Sorong pole and line Skipjack and Yellowfin Tuna)",10.0
162,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Handlines and pole-lines (hand-operated),Marine Stewardship Council Certified Fisheries (Solomon Islands),10.0
163,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Tri Marine Western and Central Pacific),10.0
164,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (SZLC CSFC & FZLC FSM EEZ Longline Yellowfin and Bigeye Tuna),10.0
165,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (PNA Western and Central Pacific),10.0
166,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (Walker Seafood Australia),10.0
167,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Solomon Islands),10.0
168,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Purse Seines,Marine Stewardship Council Certified Fisheries (WPSTA Western and Central Pacific Free School),10.0
169,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (American Samoa EEZ Longline Fishery),10.0
170,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Northeastern Tropical Pacific),10.0
171,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (Fiji Albacore and Yellowfin Tuna),10.0
172,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Longlines,Marine Stewardship Council Certified Fisheries (French Polynesia albacore and yellowfin longline fishery),10.0
173,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Hooks and lines,"Marine Stewardship Council Certified Fisheries (PT Citraraja Ampat, Sorong pole and line Skipjack and Yellowfin Tuna)",10.0
174,Tuna,,"Tuna, Yellowfin             Ahi, Canned Light Tuna, Maguro, Tuna",Purse seines,Marine Stewardship Council Certified Fisheries (Sant Yago TF Unassociated purse seine Atlantic yellowfin tuna fishery),10.0
0,Turbot,BEST CHOICE,"Turbot                         Hirame, Turbot",Indoor recirculating tank (with wastewater treatment),Worldwide,6.91
1,Turbot,BEST CHOICE,"Turbot, Greenland                         Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Bottom trawls,"U.S. - Alaska, Northeast Pacific Ocean: Bering Sea (Greenland turbot trawl)",4.512
2,Turbot,GOOD ALTERNATIVE,"Turbot                         Hirame, Turbot",Indoor recirculating tank (without wastewater treatment),Worldwide,6.63
3,Turbot,GOOD ALTERNATIVE,"Turbot, Greenland                         Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Set longlines,"U.S. - Alaska, Northeast Pacific Ocean: Bering Sea (Greenland turbot longline)",3.56
4,Turbot,,"Turbot, Greenland             Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Bottom trawls,Marine Stewardship Council Certified Fisheries (West Greenland offshore),10.0
5,Turbot,,"Turbot, Greenland             Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Gillnets,Marine Stewardship Council Certified Fisheries (ISF Greenland halibut),10.0
6,Turbot,,"Turbot, Greenland             Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Longlines,Marine Stewardship Council Certified Fisheries (ISF Greenland halibut),10.0
7,Turbot,,"Turbot, Greenland             Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Bottom trawls,Marine Stewardship Council Certified Fisheries (ISF Greenland halibut),10.0
8,Turbot,,"Turbot, Greenland             Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Midwater trawls,Marine Stewardship Council Certified Fisheries (ISF Greenland halibut),10.0
9,Turbot,,"Turbot, Greenland             Blue Halibut, Greenland Halibut, Hirame, Newfoundland Turbot, Turbot",Gillnets and entangling nets (unspecified),Marine Stewardship Council Certified Fisheries (AQIP Gulf of St Lawrence Greenland halibut fixed gear fishery),10.0
0,Vendace,,Vendace European Cisco,Bottom trawls,Marine Stewardship Council Certified Fisheries (Bothnian Bay),10.0
1,Vendace,,Vendace European Cisco,Pair trawls,Marine Stewardship Council Certified Fisheries (Bothnian Bay),10.0
0,Wahoo,BEST CHOICE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Trolling lines,U.S. - Atlantic Ocean,3.322
1,Wahoo,BEST CHOICE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Hand-operated pole-and-lines,U.S. - Atlantic Ocean,3.322
2,Wahoo,BEST CHOICE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Handlines and hand-operated pole-and-lines,U.S. - Atlantic Ocean,3.322
3,Wahoo,GOOD ALTERNATIVE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Trolling lines,"U.S. - Hawaii, Eastern Central Pacific Ocean",2.563
4,Wahoo,GOOD ALTERNATIVE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Longline (deep-set),"U.S. - Hawaii, Western Central Pacific Ocean",2.7319999999999998
5,Wahoo,GOOD ALTERNATIVE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Longline (deep-set),"U.S. - Hawaii, Eastern Central Pacific Ocean (including vessels landing in California)",2.7319999999999998
6,Wahoo,GOOD ALTERNATIVE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Hand-operated pole-and-lines,"U.S. - Hawaii, Eastern Central Pacific Ocean",2.563
7,Wahoo,GOOD ALTERNATIVE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Drifting longlines,U.S. - Atlantic Ocean,2.68
8,Wahoo,GOOD ALTERNATIVE,"Wahoo                         Ono, Pacific Kingfish, Sawara",Drifting longlines,U.S. - Western Central Atlantic Ocean: Gulf of Mexico,2.68
9,Wahoo,AVOID,"Wahoo                         Ono, Pacific Kingfish, Sawara",Floating object purse seine (FAD),East Pacific Ocean,1.75
10,Wahoo,AVOID,"Wahoo                         Ono, Pacific Kingfish, Sawara",Floating object purse seine (FAD),South Atlantic Ocean,1.841
11,Wahoo,AVOID,"Wahoo                         Ono, Pacific Kingfish, Sawara",Floating object purse seine (FAD),North Atlantic Ocean,1.841
0,Walleye,BEST CHOICE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,"U.S. - Minnesota, North America - Inland waters: Red Lake",4.146
1,Walleye,BEST CHOICE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Handlines and hand-operated pole-and-lines,"U.S. - Minnesota, North America - Inland waters: Red Lake",4.146
2,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye","Barriers, fences, weirs, corrals, etc.",U.S. - North America - Inland waters: Lake Huron,2.775
3,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye","Barriers, fences, weirs, corrals, etc.","U.S. - Michigan, North America - Inland waters: Lake Superior",2.803
4,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,Canada - North America - Inland waters: Lake Ontario,3.1210000000000004
5,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye","Barriers, fences, weirs, corrals, etc.",Canada - North America - Inland waters: Lake Huron,3.09
6,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,Canada - North America - Inland waters: Lake Huron,3.09
7,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,"U.S. - Michigan, North America - Inland waters: Lake Superior",2.803
8,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,Canada - North America - Inland waters: Lake Superior,2.6689999999999996
9,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye","Barriers, fences, weirs, corrals, etc.",Canada - North America - Inland waters: Lake Ontario,3.1210000000000004
10,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye","Barriers, fences, weirs, corrals, etc.","U.S. - Michigan, North America - Inland waters: Lake Michigan",2.9189999999999996
11,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,U.S. - North America - Inland waters: Lake Huron,2.775
12,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,Canada - North America - Inland waters: Lake Erie,3.0439999999999996
13,Walleye,GOOD ALTERNATIVE,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set Gillnets,"U.S. - Michigan, North America - Inland waters: Lake Michigan",2.9189999999999996
14,Walleye,AVOID,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,"Canada - Manitoba, North America - Inland waters: Lake Manitoba",1.354
15,Walleye,AVOID,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,"Canada - Manitoba, North America - Inland waters: Lake Winnipeg",1.847
16,Walleye,AVOID,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,"U.S. - Wisconsin, North America - Inland waters: Lake Superior",2.521
17,Walleye,AVOID,"Walleye                         Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Set gillnets,"Canada - Manitoba, North America - Inland waters: Lake Winnipegosis",1.218
18,Walleye,,"Walleye             Dore, Pickerel, Yellow Pickerel, Yellow Pike, Yellow Walleye",Gillnets,Marine Stewardship Council Certified Fisheries (Lake Erie),10.0
